,Date,Link,video_id,in_playlist,in_playlist_final,video_id_playlist,video_id_playlist_final,watching_time,video_duration,video_likes,video_shares,video_comments,video_plays,video_saves,watched_until_end,percentage_watched_float,percentage_watched,watched_6s+,prolific_group,SEQUENTIAL_ID,tt_account,like,comment,Year born,English,Arabic,Bengali,Chinese,Dutch,Finnish,French,German,Greek,Gujarati,Haitian Creole,Hebrew,Hindi,Italian,Japanese,Kannada,Khmer,Korean,Malayalam,Polish,Portuguese,Punjabi,Romanian,Russian,Spanish,Swedish,Tagalog,Tamil,Telugu,Thai,Ukrainian,Vietnamese,How long use TikTok,How often access TikTok,How many videos engage with,Avg time PER DAY in the past week using TikTok,Gender_Man,Gender_Prefer not to answer,Gender_Woman,American Indian or Alaska Native,Asian or Asian American,Black or African American,Hispanic or Latino,Middle Eastern,Native Hawaiian or Pacific Islander,Race_Prefer not to answer,White,Disabled and not able to work,Employed full time,Employed part time,Employment status Other,Homemaker,In the military,Not employed NOT looking for work,Not employed looking for work,Employment_Prefer not to answer,Retired,Self-employed,Student,Democrat,Republican,School degree,Income,TikTok viewer,TikTok creator,TikTok personal,TikTok business,Before going to bed,During breaks of work,When access TikTok Other,When commuting,When eating,When families are watching other content,When getting up in the morning,When nothing to do,When traveling,When using the restroom,When waiting shortly,common_interests,all_interests,jacc_original_interests,num_topics_video,jacc_interests
10,2023-09-19 12:37:49,https://www.tiktokv.com/share/video/7257134081849314565/,7257134081849314565,1,1,12,10,7.0,39.0,754000.0,4797.0,22800.0,12200000.0,66712.0,0,17.94871794871795,18.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,3.0,33.0,0.09090909090909091,3.0,1.0
11,2023-09-19 12:37:56,https://www.tiktokv.com/share/video/7268773454181109024/,7268773454181109024,1,1,13,11,8.0,8.0,314800.0,19400.0,1803.0,2200000.0,58921.0,1,100.0,100.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,34.0,0.058823529411764705,3.0,0.6666666666666666
12,2023-09-19 12:38:04,https://www.tiktokv.com/share/video/7268651671473917190/,7268651671473917190,1,1,14,12,31.0,42.0,563400.0,7965.0,767.0,7000000.0,202289.0,0,73.80952380952381,74.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,5.0,33.0,0.15151515151515152,5.0,1.0
13,2023-09-19 12:38:35,https://www.tiktokv.com/share/video/7276744179651251474/,7276744179651251474,1,1,15,13,8.0,6.0,30000.0,84.0,55.0,286700.0,1196.0,1,133.33333333333331,100.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,33.0,0.06060606060606061,2.0,1.0
14,2023-09-19 12:38:43,https://www.tiktokv.com/share/video/7276125734630935854/,7276125734630935854,1,1,16,14,10.0,39.0,196800.0,530.0,561.0,1700000.0,10102.0,0,25.64102564102564,26.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,3.0,33.0,0.09090909090909091,3.0,1.0
15,2023-09-19 12:38:53,https://www.tiktokv.com/share/video/7251964523521789185/,7251964523521789185,1,1,17,15,4.0,18.0,5500000.0,237700.0,30100.0,41800000.0,436235.0,0,22.22222222222222,22.0,0,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,33.0,0.06060606060606061,2.0,1.0
16,2023-09-19 12:38:57,https://www.tiktokv.com/share/video/7275166840815471904/,7275166840815471904,1,1,18,16,10.0,18.0,804100.0,68200.0,7666.0,31300000.0,55229.0,0,55.55555555555556,56.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,33.0,0.06060606060606061,2.0,1.0
17,2023-09-19 12:39:07,https://www.tiktokv.com/share/video/7276130270133243178/,7276130270133243178,1,1,19,17,34.0,40.0,2000000.0,2497.0,6717.0,15100000.0,78768.0,0,85.0,85.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,33.0,0.06060606060606061,2.0,1.0
18,2023-09-19 12:39:41,https://www.tiktokv.com/share/video/7267772520500186410/,7267772520500186410,1,1,20,18,4.0,12.0,2500000.0,4353.0,21500.0,33600000.0,98870.0,0,33.33333333333333,33.0,0,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,33.0,0.06060606060606061,2.0,1.0
19,2023-09-19 12:39:45,https://www.tiktokv.com/share/video/7275683226792807682/,7275683226792807682,1,1,21,19,10.0,8.0,151400.0,3291.0,2080.0,5600000.0,15220.0,1,125.0,100.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,4.0,33.0,0.12121212121212122,4.0,1.0
20,2023-09-19 12:39:55,https://www.tiktokv.com/share/video/7247911468098751770/,7247911468098751770,1,1,22,20,10.0,25.0,1300000.0,15400.0,5153.0,11600000.0,203346.0,0,40.0,40.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,33.0,0.06060606060606061,2.0,1.0
21,2023-09-19 12:40:05,https://www.tiktokv.com/share/video/7249404952727031066/,7249404952727031066,1,1,23,21,8.0,7.0,441200.0,18200.0,2632.0,3400000.0,64422.0,1,114.28571428571428,100.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,33.0,0.06060606060606061,2.0,1.0
22,2023-09-19 12:40:13,https://www.tiktokv.com/share/video/7276108388587539744/,7276108388587539744,1,1,24,22,30.0,239.0,2300000.0,81300.0,12400.0,21500000.0,377263.0,0,12.552301255230123,13.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,5.0,33.0,0.15151515151515152,5.0,1.0
23,2023-09-19 12:40:43,https://www.tiktokv.com/share/video/7275690703999487274/,7275690703999487274,1,1,25,23,13.0,150.0,162500.0,1301.0,245.0,3500000.0,12598.0,0,8.666666666666668,9.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,33.0,0.06060606060606061,2.0,1.0
24,2023-09-19 12:40:56,https://www.tiktokv.com/share/video/7273539179705797920/,7273539179705797920,1,1,26,24,52.0,54.0,2200000.0,3586.0,2389.0,27800000.0,82590.0,0,96.29629629629628,96.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,4.0,33.0,0.12121212121212122,4.0,1.0
25,2023-09-19 12:41:48,https://www.tiktokv.com/share/video/7275757447954943237/,7275757447954943237,1,1,27,25,18.0,36.0,1000000.0,40200.0,17000.0,8900000.0,60820.0,0,50.0,50.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1.0,34.0,0.029411764705882353,2.0,0.5
26,2023-09-19 12:42:06,https://www.tiktokv.com/share/video/7273973396269042986/,7273973396269042986,1,1,28,26,14.0,13.0,1500000.0,43400.0,7182.0,8100000.0,154327.0,1,107.6923076923077,100.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,33.0,0.06060606060606061,2.0,1.0
27,2023-09-19 12:42:20,https://www.tiktokv.com/share/video/7261106546745134354/,7261106546745134354,1,1,29,27,51.0,57.0,1400000.0,97500.0,35500.0,69900000.0,75999.0,0,89.47368421052632,89.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1.0,34.0,0.029411764705882353,2.0,0.5
28,2023-09-19 12:43:11,https://www.tiktokv.com/share/video/7275845369366629678/,7275845369366629678,1,1,30,28,26.0,70.0,4500000.0,79100.0,21500.0,30500000.0,337456.0,0,37.142857142857146,37.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,4.0,33.0,0.12121212121212122,4.0,1.0
29,2023-09-19 12:43:37,https://www.tiktokv.com/share/video/7269604372311559467/,7269604372311559467,1,1,31,29,5.0,17.0,10600000.0,174100.0,46300.0,87800000.0,541912.0,0,29.411764705882355,29.0,0,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,33.0,0.06060606060606061,2.0,1.0
30,2023-09-19 12:43:42,https://www.tiktokv.com/share/video/7260261837617302827/,7260261837617302827,1,1,32,30,3.0,8.0,188100.0,1472.0,863.0,3700000.0,57030.0,0,37.5,38.0,0,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2.0,33.0,0.06060606060606061,2.0,1.0
31,2023-09-19 12:43:45,https://www.tiktokv.com/share/video/7274617057260358930/,7274617057260358930,1,1,33,31,7.0,7.0,252700.0,3676.0,1434.0,6700000.0,54572.0,1,100.0,100.0,1,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0.0,34.0,0.0,1.0,0.0
32,2023-09-19 12:43:52,https://www.tiktokv.com/share/video/7251638036415433989/,7251638036415433989,1,1,34,32,3.0,8.0,723500.0,2244.0,3423.0,8900000.0,28689.0,0,37.5,38.0,0,"FEMALE, 55+",169,tt_account1,0,0,1964.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,2,10,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1.0,34.0,0.029411764705882353,2.0,0.5
